Store,Dept,Target_Date,Seasonal_Reference,Origin_Sales,Used_Fallback,Prediction,Origin_Date,Horizon_Weeks,Method
10,12,2013-01-25,8528.14,9043.49,False,8528.14,2012-10-26,13,Seasonal baseline
10,13,2013-01-25,55095.02,61010.32,False,55095.02,2012-10-26,13,Seasonal baseline
10,14,2013-01-25,35494.75,31883.89,False,35494.75,2012-10-26,13,Seasonal baseline
10,16,2013-01-25,22255.2,11397.55,False,22255.2,2012-10-26,13,Seasonal baseline
10,17,2013-01-25,21977.5,24781.75,False,21977.5,2012-10-26,13,Seasonal baseline
10,18,2013-01-25,3373.88,27426.84,False,3373.88,2012-10-26,13,Seasonal baseline
10,19,2013-01-25,2645.06,3271.02,False,2645.06,2012-10-26,13,Seasonal baseline
10,20,2013-01-25,13124.54,14224.36,False,13124.54,2012-10-26,13,Seasonal baseline
10,21,2013-01-25,7407.12,8204.13,False,7407.12,2012-10-26,13,Seasonal baseline
10,22,2013-01-25,22928.25,21182.97,False,22928.25,2012-10-26,13,Seasonal baseline
10,23,2013-01-25,49607.02,59735.58,False,49607.02,2012-10-26,13,Seasonal baseline
10,24,2013-01-25,9290.55,14343.91,False,9290.55,2012-10-26,13,Seasonal baseline
10,25,2013-01-25,15399.91,19972.18,False,15399.91,2012-10-26,13,Seasonal baseline
10,26,2013-01-25,12722.58,19104.2,False,12722.58,2012-10-26,13,Seasonal baseline
10,27,2013-01-25,4467.63,4319.35,False,4467.63,2012-10-26,13,Seasonal baseline
10,28,2013-01-25,1529.75,1658.31,False,1529.75,2012-10-26,13,Seasonal baseline
10,29,2013-01-25,12716.08,14338.8,False,12716.08,2012-10-26,13,Seasonal baseline
10,30,2013-01-25,7593.86,9111.61,False,7593.86,2012-10-26,13,Seasonal baseline
10,31,2013-01-25,2870.72,3956.53,False,2870.72,2012-10-26,13,Seasonal baseline
10,32,2013-01-25,14510.06,18693.86,False,14510.06,2012-10-26,13,Seasonal baseline
10,33,2013-01-25,8961.59,13632.53,False,8961.59,2012-10-26,13,Seasonal baseline
10,34,2013-01-25,35414.54,38454.92,False,35414.54,2012-10-26,13,Seasonal baseline
10,35,2013-01-25,8813.33,6156.67,False,8813.33,2012-10-26,13,Seasonal baseline
10,36,2013-01-25,75.94,1311.16,False,75.94,2012-10-26,13,Seasonal baseline
10,37,2013-01-25,3115.5,3850.57,False,3115.5,2012-10-26,13,Seasonal baseline
10,38,2013-01-25,113078.74,76447.65,False,113078.74,2012-10-26,13,Seasonal baseline
10,40,2013-01-25,102963.23,95015.0,False,102963.23,2012-10-26,13,Seasonal baseline
10,41,2013-01-25,6149.25,17583.84,False,6149.25,2012-10-26,13,Seasonal baseline
10,42,2013-01-25,10830.34,12047.34,False,10830.34,2012-10-26,13,Seasonal baseline
10,44,2013-01-25,8715.45,10779.14,False,8715.45,2012-10-26,13,Seasonal baseline
10,46,2013-01-25,46172.29,48375.09,False,46172.29,2012-10-26,13,Seasonal baseline
10,48,2013-01-25,1748.0,2865.0,False,1748.0,2012-10-26,13,Seasonal baseline
10,49,2013-01-25,21150.27,20601.66,False,21150.27,2012-10-26,13,Seasonal baseline
10,50,2013-01-25,4695.0,4589.98,False,4695.0,2012-10-26,13,Seasonal baseline
10,52,2013-01-25,4356.38,4693.25,False,4356.38,2012-10-26,13,Seasonal baseline
10,54,2013-01-25,73.16,43.8,False,73.16,2012-10-26,13,Seasonal baseline
10,55,2013-01-25,11737.3,16042.55,False,11737.3,2012-10-26,13,Seasonal baseline
10,56,2013-01-25,2320.45,775.17,False,2320.45,2012-10-26,13,Seasonal baseline
10,58,2013-01-25,5465.0,3180.0,False,5465.0,2012-10-26,13,Seasonal baseline
10,59,2013-01-25,258.62,296.62,False,258.62,2012-10-26,13,Seasonal baseline
10,60,2013-01-25,485.2,558.0,False,485.2,2012-10-26,13,Seasonal baseline
10,67,2013-01-25,11790.06,11786.49,False,11790.06,2012-10-26,13,Seasonal baseline
10,71,2013-01-25,14468.62,12097.06,False,14468.62,2012-10-26,13,Seasonal baseline
10,72,2013-01-25,119192.07,121126.83,False,119192.07,2012-10-26,13,Seasonal baseline
10,74,2013-01-25,37687.29,33862.98,False,37687.29,2012-10-26,13,Seasonal baseline
10,79,2013-01-25,33868.88,31374.16,False,33868.88,2012-10-26,13,Seasonal baseline
10,80,2013-01-25,403.9,299.09,False,403.9,2012-10-26,13,Seasonal baseline
10,81,2013-01-25,10716.26,10095.2,False,10716.26,2012-10-26,13,Seasonal baseline
10,82,2013-01-25,15291.98,22861.31,False,15291.98,2012-10-26,13,Seasonal baseline
10,83,2013-01-25,398.02,185.24,False,398.02,2012-10-26,13,Seasonal baseline
10,85,2013-01-25,2319.14,2532.87,False,2319.14,2012-10-26,13,Seasonal baseline
10,87,2013-01-25,24992.83,26972.25,False,24992.83,2012-10-26,13,Seasonal baseline
10,90,2013-01-25,15154.92,14511.07,False,15154.92,2012-10-26,13,Seasonal baseline
10,91,2013-01-25,13518.91,10937.52,False,13518.91,2012-10-26,13,Seasonal baseline
10,92,2013-01-25,52367.55,53198.97,False,52367.55,2012-10-26,13,Seasonal baseline
10,93,2013-01-25,1318.18,1079.06,False,1318.18,2012-10-26,13,Seasonal baseline
10,94,2013-01-25,15.0,795.76,False,15.0,2012-10-26,13,Seasonal baseline
10,95,2013-01-25,64909.16,64643.03,False,64909.16,2012-10-26,13,Seasonal baseline
10,96,2013-01-25,11580.41,13966.23,False,11580.41,2012-10-26,13,Seasonal baseline
10,97,2013-01-25,4762.56,4785.28,False,4762.56,2012-10-26,13,Seasonal baseline
10,98,2013-01-25,2.98,560.02,False,2.98,2012-10-26,13,Seasonal baseline
11,1,2013-01-25,16145.62,23746.39,False,16145.62,2012-10-26,13,Seasonal baseline
11,2,2013-01-25,52203.2,49926.25,False,52203.2,2012-10-26,13,Seasonal baseline
11,3,2013-01-25,14828.85,9984.61,False,14828.85,2012-10-26,13,Seasonal baseline
11,4,2013-01-25,26664.34,25043.74,False,26664.34,2012-10-26,13,Seasonal baseline
11,5,2013-01-25,27983.75,38746.01,False,27983.75,2012-10-26,13,Seasonal baseline
11,6,2013-01-25,2768.54,3818.54,False,2768.54,2012-10-26,13,Seasonal baseline
11,7,2013-01-25,19525.24,29330.56,False,19525.24,2012-10-26,13,Seasonal baseline
11,8,2013-01-25,34089.62,32511.65,False,34089.62,2012-10-26,13,Seasonal baseline
11,9,2013-01-25,12702.26,13029.18,False,12702.26,2012-10-26,13,Seasonal baseline
11,10,2013-01-25,18615.04,21151.25,False,18615.04,2012-10-26,13,Seasonal baseline
11,11,2013-01-25,14044.4,12559.54,False,14044.4,2012-10-26,13,Seasonal baseline
11,12,2013-01-25,3932.61,3910.25,False,3932.61,2012-10-26,13,Seasonal baseline
11,13,2013-01-25,35767.83,36577.53,False,35767.83,2012-10-26,13,Seasonal baseline
11,14,2013-01-25,21345.96,19750.98,False,21345.96,2012-10-26,13,Seasonal baseline
11,16,2013-01-25,5527.97,5460.01,False,5527.97,2012-10-26,13,Seasonal baseline
11,17,2013-01-25,12537.01,11043.67,False,12537.01,2012-10-26,13,Seasonal baseline
11,18,2013-01-25,3396.2,26919.59,False,3396.2,2012-10-26,13,Seasonal baseline
11,19,2013-01-25,1456.48,2317.57,False,1456.48,2012-10-26,13,Seasonal baseline
11,20,2013-01-25,8246.54,6879.16,False,8246.54,2012-10-26,13,Seasonal baseline
11,21,2013-01-25,6226.66,5454.16,False,6226.66,2012-10-26,13,Seasonal baseline
11,22,2013-01-25,11339.36,13919.79,False,11339.36,2012-10-26,13,Seasonal baseline
11,23,2013-01-25,26985.65,31786.39,False,26985.65,2012-10-26,13,Seasonal baseline
11,24,2013-01-25,5844.32,8044.8,False,5844.32,2012-10-26,13,Seasonal baseline
11,25,2013-01-25,9511.61,10082.51,False,9511.61,2012-10-26,13,Seasonal baseline
11,26,2013-01-25,8798.35,10504.84,False,8798.35,2012-10-26,13,Seasonal baseline
11,27,2013-01-25,2274.13,2638.82,False,2274.13,2012-10-26,13,Seasonal baseline
11,28,2013-01-25,890.34,1511.44,False,890.34,2012-10-26,13,Seasonal baseline
11,29,2013-01-25,7392.19,6945.68,False,7392.19,2012-10-26,13,Seasonal baseline
11,30,2013-01-25,5381.24,5206.03,False,5381.24,2012-10-26,13,Seasonal baseline
11,31,2013-01-25,1965.47,1983.83,False,1965.47,2012-10-26,13,Seasonal baseline
11,32,2013-01-25,7527.27,8150.62,False,7527.27,2012-10-26,13,Seasonal baseline
11,33,2013-01-25,5792.3,7662.38,False,5792.3,2012-10-26,13,Seasonal baseline
11,34,2013-01-25,16987.32,17753.42,False,16987.32,2012-10-26,13,Seasonal baseline
11,35,2013-01-25,3607.53,3787.6,False,3607.53,2012-10-26,13,Seasonal baseline
11,36,2013-01-25,1127.4,979.9,False,1127.4,2012-10-26,13,Seasonal baseline
11,37,2013-01-25,3718.28,3701.83,False,3718.28,2012-10-26,13,Seasonal baseline
11,38,2013-01-25,65817.46,58593.72,False,65817.46,2012-10-26,13,Seasonal baseline
11,40,2013-01-25,54496.52,49642.06,False,54496.52,2012-10-26,13,Seasonal baseline
11,41,2013-01-25,629.5,1946.35,False,629.5,2012-10-26,13,Seasonal baseline
11,42,2013-01-25,6920.3,5557.46,False,6920.3,2012-10-26,13,Seasonal baseline
11,44,2013-01-25,5702.18,7879.89,False,5702.18,2012-10-26,13,Seasonal baseline
11,46,2013-01-25,24439.93,23057.44,False,24439.93,2012-10-26,13,Seasonal baseline
11,49,2013-01-25,9477.33,8844.27,False,9477.33,2012-10-26,13,Seasonal baseline
11,52,2013-01-25,3687.53,3253.44,False,3687.53,2012-10-26,13,Seasonal baseline
11,54,2013-01-25,79.72,110.64,False,79.72,2012-10-26,13,Seasonal baseline
11,55,2013-01-25,8647.23,9679.31,False,8647.23,2012-10-26,13,Seasonal baseline
11,56,2013-01-25,1350.45,1277.31,False,1350.45,2012-10-26,13,Seasonal baseline
11,58,2013-01-25,2095.0,2915.0,False,2095.0,2012-10-26,13,Seasonal baseline
11,59,2013-01-25,372.4,258.21,False,372.4,2012-10-26,13,Seasonal baseline
11,60,2013-01-25,179.0,189.0,False,179.0,2012-10-26,13,Seasonal baseline
11,67,2013-01-25,7406.06,8959.07,False,7406.06,2012-10-26,13,Seasonal baseline
11,71,2013-01-25,5698.49,8904.88,False,5698.49,2012-10-26,13,Seasonal baseline
11,72,2013-01-25,74108.6,63717.3,False,74108.6,2012-10-26,13,Seasonal baseline
11,74,2013-01-25,21112.04,16832.48,False,21112.04,2012-10-26,13,Seasonal baseline
11,79,2013-01-25,25997.63,26063.31,False,25997.63,2012-10-26,13,Seasonal baseline
11,80,2013-01-25,13482.84,12244.35,False,13482.84,2012-10-26,13,Seasonal baseline
11,81,2013-01-25,12340.72,11748.39,False,12340.72,2012-10-26,13,Seasonal baseline
11,82,2013-01-25,16513.02,19304.06,False,16513.02,2012-10-26,13,Seasonal baseline
11,83,2013-01-25,3132.8,2221.91,False,3132.8,2012-10-26,13,Seasonal baseline
11,85,2013-01-25,1001.25,1580.24,False,1001.25,2012-10-26,13,Seasonal baseline
11,87,2013-01-25,15340.91,17412.14,False,15340.91,2012-10-26,13,Seasonal baseline
11,90,2013-01-25,46993.25,44530.77,False,46993.25,2012-10-26,13,Seasonal baseline
11,91,2013-01-25,39005.98,35361.01,False,39005.98,2012-10-26,13,Seasonal baseline
11,92,2013-01-25,73222.2,71189.31,False,73222.2,2012-10-26,13,Seasonal baseline
11,93,2013-01-25,27573.59,27229.43,False,27573.59,2012-10-26,13,Seasonal baseline
11,94,2013-01-25,32524.18,37072.33,False,32524.18,2012-10-26,13,Seasonal baseline
11,95,2013-01-25,65301.47,65344.85,False,65301.47,2012-10-26,13,Seasonal baseline
11,96,2013-01-25,17916.32,21321.86,False,17916.32,2012-10-26,13,Seasonal baseline
11,97,2013-01-25,14054.76,14020.34,False,14054.76,2012-10-26,13,Seasonal baseline
11,98,2013-01-25,8675.34,9646.8,False,8675.34,2012-10-26,13,Seasonal baseline
12,1,2013-01-25,14873.68,25883.95,False,14873.68,2012-10-26,13,Seasonal baseline
12,2,2013-01-25,73280.44,73961.07,False,73280.44,2012-10-26,13,Seasonal baseline
12,3,2013-01-25,18075.83,10252.99,False,18075.83,2012-10-26,13,Seasonal baseline
12,4,2013-01-25,25446.93,25702.59,False,25446.93,2012-10-26,13,Seasonal baseline
12,5,2013-01-25,24754.9,23771.22,False,24754.9,2012-10-26,13,Seasonal baseline
12,6,2013-01-25,3643.13,3179.98,False,3643.13,2012-10-26,13,Seasonal baseline
12,7,2013-01-25,19058.13,30860.6,False,19058.13,2012-10-26,13,Seasonal baseline
12,8,2013-01-25,42061.53,43391.78,False,42061.53,2012-10-26,13,Seasonal baseline
12,9,2013-01-25,13149.98,16937.79,False,13149.98,2012-10-26,13,Seasonal baseline
12,10,2013-01-25,14136.78,15612.01,False,14136.78,2012-10-26,13,Seasonal baseline
12,11,2013-01-25,16038.56,14795.79,False,16038.56,2012-10-26,13,Seasonal baseline
12,12,2013-01-25,4129.99,4612.06,False,4129.99,2012-10-26,13,Seasonal baseline
12,13,2013-01-25,44781.47,45846.87,False,44781.47,2012-10-26,13,Seasonal baseline
12,14,2013-01-25,18001.07,17934.71,False,18001.07,2012-10-26,13,Seasonal baseline
12,16,2013-01-25,2628.05,3083.34,False,2628.05,2012-10-26,13,Seasonal baseline
12,17,2013-01-25,9768.54,9926.86,False,9768.54,2012-10-26,13,Seasonal baseline
12,18,2013-01-25,1007.88,33217.2,False,1007.88,2012-10-26,13,Seasonal baseline
12,19,2013-01-25,2804.13,3131.42,False,2804.13,2012-10-26,13,Seasonal baseline
12,20,2013-01-25,4362.2,5347.41,False,4362.2,2012-10-26,13,Seasonal baseline
12,21,2013-01-25,3775.9,3650.35,False,3775.9,2012-10-26,13,Seasonal baseline
12,22,2013-01-25,7630.87,8562.98,False,7630.87,2012-10-26,13,Seasonal baseline
12,23,2013-01-25,28636.83,38804.73,False,28636.83,2012-10-26,13,Seasonal baseline
12,24,2013-01-25,7045.0,12282.99,False,7045.0,2012-10-26,13,Seasonal baseline
12,25,2013-01-25,14391.18,19559.17,False,14391.18,2012-10-26,13,Seasonal baseline
12,26,2013-01-25,10477.11,20077.46,False,10477.11,2012-10-26,13,Seasonal baseline
12,27,2013-01-25,2360.55,3518.42,False,2360.55,2012-10-26,13,Seasonal baseline
12,28,2013-01-25,866.64,1112.99,False,866.64,2012-10-26,13,Seasonal baseline
12,29,2013-01-25,5862.94,7703.18,False,5862.94,2012-10-26,13,Seasonal baseline
12,30,2013-01-25,4268.06,6282.51,False,4268.06,2012-10-26,13,Seasonal baseline
12,31,2013-01-25,2123.75,2860.29,False,2123.75,2012-10-26,13,Seasonal baseline
12,32,2013-01-25,6738.02,7257.85,False,6738.02,2012-10-26,13,Seasonal baseline
12,33,2013-01-25,7362.31,11329.61,False,7362.31,2012-10-26,13,Seasonal baseline
12,34,2013-01-25,17289.46,20746.05,False,17289.46,2012-10-26,13,Seasonal baseline
12,35,2013-01-25,2200.32,2517.57,False,2200.32,2012-10-26,13,Seasonal baseline
12,36,2013-01-25,737.37,2764.07,False,737.37,2012-10-26,13,Seasonal baseline
12,38,2013-01-25,57874.13,49993.05,False,57874.13,2012-10-26,13,Seasonal baseline
12,40,2013-01-25,48920.09,47811.46,False,48920.09,2012-10-26,13,Seasonal baseline
12,41,2013-01-25,692.0,1740.32,False,692.0,2012-10-26,13,Seasonal baseline
12,42,2013-01-25,7245.26,6841.27,False,7245.26,2012-10-26,13,Seasonal baseline
12,44,2013-01-25,6444.27,9928.16,False,6444.27,2012-10-26,13,Seasonal baseline
12,46,2013-01-25,29317.29,32315.34,False,29317.29,2012-10-26,13,Seasonal baseline
12,52,2013-01-25,2990.07,4093.44,False,2990.07,2012-10-26,13,Seasonal baseline
12,54,2013-01-25,5.0,76.76,False,5.0,2012-10-26,13,Seasonal baseline
12,55,2013-01-25,11826.93,8546.28,False,11826.93,2012-10-26,13,Seasonal baseline
12,56,2013-01-25,440.22,9.88,False,440.22,2012-10-26,13,Seasonal baseline
12,58,2013-01-25,785.0,2540.0,False,785.0,2012-10-26,13,Seasonal baseline
12,59,2013-01-25,449.15,213.35,False,449.15,2012-10-26,13,Seasonal baseline
12,60,2013-01-25,501.8,387.0,False,501.8,2012-10-26,13,Seasonal baseline
12,67,2013-01-25,4438.46,6309.57,False,4438.46,2012-10-26,13,Seasonal baseline
12,71,2013-01-25,7184.26,6185.66,False,7184.26,2012-10-26,13,Seasonal baseline
12,72,2013-01-25,51153.09,45390.88,False,51153.09,2012-10-26,13,Seasonal baseline
12,74,2013-01-25,15752.14,14346.86,False,15752.14,2012-10-26,13,Seasonal baseline
12,79,2013-01-25,41985.76,40426.56,False,41985.76,2012-10-26,13,Seasonal baseline
12,80,2013-01-25,46.15,95.01,False,46.15,2012-10-26,13,Seasonal baseline
12,81,2013-01-25,7719.77,6519.66,False,7719.77,2012-10-26,13,Seasonal baseline
12,82,2013-01-25,13161.65,17537.23,False,13161.65,2012-10-26,13,Seasonal baseline
12,83,2013-01-25,107.46,298.58,False,107.46,2012-10-26,13,Seasonal baseline
12,85,2013-01-25,1809.34,1266.25,False,1809.34,2012-10-26,13,Seasonal baseline
12,87,2013-01-25,11311.87,12899.28,False,11311.87,2012-10-26,13,Seasonal baseline
12,90,2013-01-25,13300.06,11093.0,False,13300.06,2012-10-26,13,Seasonal baseline
12,91,2013-01-25,6542.75,5863.39,False,6542.75,2012-10-26,13,Seasonal baseline
12,92,2013-01-25,29302.46,24816.68,False,29302.46,2012-10-26,13,Seasonal baseline
12,93,2013-01-25,547.86,511.44,False,547.86,2012-10-26,13,Seasonal baseline
12,94,2013-01-25,144.0,353.7,False,144.0,2012-10-26,13,Seasonal baseline
12,95,2013-01-25,39295.91,36971.46,False,39295.91,2012-10-26,13,Seasonal baseline
12,96,2013-01-25,,1.0,True,1.0,2012-10-26,13,Seasonal baseline
12,97,2013-01-25,2330.5,2260.16,False,2330.5,2012-10-26,13,Seasonal baseline
12,98,2013-01-25,756.0,575.06,False,756.0,2012-10-26,13,Seasonal baseline
13,1,2013-01-25,34503.28,73165.41,False,34503.28,2012-10-26,13,Seasonal baseline
13,2,2013-01-25,68333.82,71889.05,False,68333.82,2012-10-26,13,Seasonal baseline
13,3,2013-01-25,22483.38,18176.94,False,22483.38,2012-10-26,13,Seasonal baseline
13,4,2013-01-25,39204.93,43265.8,False,39204.93,2012-10-26,13,Seasonal baseline
13,5,2013-01-25,40978.49,46964.71,False,40978.49,2012-10-26,13,Seasonal baseline
13,6,2013-01-25,2948.01,4966.09,False,2948.01,2012-10-26,13,Seasonal baseline
13,7,2013-01-25,25739.34,39941.45,False,25739.34,2012-10-26,13,Seasonal baseline
13,8,2013-01-25,34827.12,37872.71,False,34827.12,2012-10-26,13,Seasonal baseline
13,9,2013-01-25,18251.37,24363.94,False,18251.37,2012-10-26,13,Seasonal baseline
13,10,2013-01-25,22887.17,39956.03,False,22887.17,2012-10-26,13,Seasonal baseline
13,11,2013-01-25,17392.32,21899.45,False,17392.32,2012-10-26,13,Seasonal baseline
13,12,2013-01-25,6281.92,7723.65,False,6281.92,2012-10-26,13,Seasonal baseline
13,13,2013-01-25,45810.78,48124.32,False,45810.78,2012-10-26,13,Seasonal baseline
13,14,2013-01-25,18274.66,23960.58,False,18274.66,2012-10-26,13,Seasonal baseline
13,16,2013-01-25,7645.88,6036.21,False,7645.88,2012-10-26,13,Seasonal baseline
13,17,2013-01-25,14074.06,17360.86,False,14074.06,2012-10-26,13,Seasonal baseline
13,18,2013-01-25,4234.71,43039.87,False,4234.71,2012-10-26,13,Seasonal baseline
13,19,2013-01-25,3722.95,4841.78,False,3722.95,2012-10-26,13,Seasonal baseline
13,20,2013-01-25,6693.64,6565.5,False,6693.64,2012-10-26,13,Seasonal baseline
13,21,2013-01-25,6007.55,7766.34,False,6007.55,2012-10-26,13,Seasonal baseline
13,22,2013-01-25,10872.42,16007.48,False,10872.42,2012-10-26,13,Seasonal baseline
13,23,2013-01-25,21032.38,40228.51,False,21032.38,2012-10-26,13,Seasonal baseline
13,24,2013-01-25,7701.94,17336.4,False,7701.94,2012-10-26,13,Seasonal baseline
13,25,2013-01-25,14067.18,28142.58,False,14067.18,2012-10-26,13,Seasonal baseline
13,26,2013-01-25,7149.74,17971.55,False,7149.74,2012-10-26,13,Seasonal baseline
13,27,2013-01-25,2526.6,4528.05,False,2526.6,2012-10-26,13,Seasonal baseline
13,28,2013-01-25,1550.12,3049.99,False,1550.12,2012-10-26,13,Seasonal baseline
13,29,2013-01-25,4875.03,7365.45,False,4875.03,2012-10-26,13,Seasonal baseline
13,30,2013-01-25,3271.6,4515.37,False,3271.6,2012-10-26,13,Seasonal baseline
13,31,2013-01-25,3045.16,7314.91,False,3045.16,2012-10-26,13,Seasonal baseline
13,32,2013-01-25,6484.5,7868.19,False,6484.5,2012-10-26,13,Seasonal baseline
13,33,2013-01-25,6847.2,16530.94,False,6847.2,2012-10-26,13,Seasonal baseline
13,34,2013-01-25,11751.75,20822.13,False,11751.75,2012-10-26,13,Seasonal baseline
13,35,2013-01-25,2455.77,2676.85,False,2455.77,2012-10-26,13,Seasonal baseline
13,36,2013-01-25,1165.43,1852.7,False,1165.43,2012-10-26,13,Seasonal baseline
13,37,2013-01-25,2869.84,3549.53,False,2869.84,2012-10-26,13,Seasonal baseline
13,38,2013-01-25,89040.35,92092.84,False,89040.35,2012-10-26,13,Seasonal baseline
13,40,2013-01-25,79054.82,77927.39,False,79054.82,2012-10-26,13,Seasonal baseline
13,41,2013-01-25,1060.47,2820.28,False,1060.47,2012-10-26,13,Seasonal baseline
13,42,2013-01-25,5515.95,7707.68,False,5515.95,2012-10-26,13,Seasonal baseline
13,44,2013-01-25,9656.95,12780.02,False,9656.95,2012-10-26,13,Seasonal baseline
13,46,2013-01-25,36925.93,38219.89,False,36925.93,2012-10-26,13,Seasonal baseline
13,48,2013-01-25,504.0,1241.0,False,504.0,2012-10-26,13,Seasonal baseline
13,49,2013-01-25,7500.27,7770.71,False,7500.27,2012-10-26,13,Seasonal baseline
13,50,2013-01-25,1924.0,1486.0,False,1924.0,2012-10-26,13,Seasonal baseline
13,52,2013-01-25,4013.62,4738.93,False,4013.62,2012-10-26,13,Seasonal baseline
13,54,2013-01-25,30.92,16.88,False,30.92,2012-10-26,13,Seasonal baseline
13,55,2013-01-25,11839.71,17414.45,False,11839.71,2012-10-26,13,Seasonal baseline
13,56,2013-01-25,577.97,1572.62,False,577.97,2012-10-26,13,Seasonal baseline
13,58,2013-01-25,6860.0,12805.0,False,6860.0,2012-10-26,13,Seasonal baseline
13,59,2013-01-25,478.68,294.93,False,478.68,2012-10-26,13,Seasonal baseline
13,60,2013-01-25,787.2,756.0,False,787.2,2012-10-26,13,Seasonal baseline
13,67,2013-01-25,12164.82,14244.82,False,12164.82,2012-10-26,13,Seasonal baseline
13,71,2013-01-25,6709.22,6411.58,False,6709.22,2012-10-26,13,Seasonal baseline
13,72,2013-01-25,72510.49,63039.92,False,72510.49,2012-10-26,13,Seasonal baseline
13,74,2013-01-25,22726.06,26833.9,False,22726.06,2012-10-26,13,Seasonal baseline
13,79,2013-01-25,44176.2,49904.89,False,44176.2,2012-10-26,13,Seasonal baseline
13,80,2013-01-25,18893.82,18743.54,False,18893.82,2012-10-26,13,Seasonal baseline
13,81,2013-01-25,32572.55,32497.21,False,32572.55,2012-10-26,13,Seasonal baseline
13,82,2013-01-25,24380.02,31526.31,False,24380.02,2012-10-26,13,Seasonal baseline
13,83,2013-01-25,5341.05,3955.55,False,5341.05,2012-10-26,13,Seasonal baseline
13,85,2013-01-25,3607.56,4671.35,False,3607.56,2012-10-26,13,Seasonal baseline
13,87,2013-01-25,16542.19,19042.89,False,16542.19,2012-10-26,13,Seasonal baseline
13,90,2013-01-25,122766.32,128116.96,False,122766.32,2012-10-26,13,Seasonal baseline
13,91,2013-01-25,80803.8,80238.08,False,80803.8,2012-10-26,13,Seasonal baseline
13,92,2013-01-25,169990.21,183483.92,False,169990.21,2012-10-26,13,Seasonal baseline
13,93,2013-01-25,46195.67,49032.14,False,46195.67,2012-10-26,13,Seasonal baseline
13,94,2013-01-25,75288.92,75470.79,False,75288.92,2012-10-26,13,Seasonal baseline
13,95,2013-01-25,129810.39,127416.33,False,129810.39,2012-10-26,13,Seasonal baseline
13,96,2013-01-25,7946.14,8675.36,False,7946.14,2012-10-26,13,Seasonal baseline
13,97,2013-01-25,24519.06,26894.79,False,24519.06,2012-10-26,13,Seasonal baseline
13,98,2013-01-25,13296.75,17703.39,False,13296.75,2012-10-26,13,Seasonal baseline
14,1,2013-01-25,19537.26,48143.51,False,19537.26,2012-10-26,13,Seasonal baseline
14,2,2013-01-25,63491.84,61378.96,False,63491.84,2012-10-26,13,Seasonal baseline
14,3,2013-01-25,17352.49,8796.57,False,17352.49,2012-10-26,13,Seasonal baseline
14,4,2013-01-25,44714.09,43258.67,False,44714.09,2012-10-26,13,Seasonal baseline
14,5,2013-01-25,20850.86,33972.05,False,20850.86,2012-10-26,13,Seasonal baseline
14,6,2013-01-25,2108.09,4463.68,False,2108.09,2012-10-26,13,Seasonal baseline
14,7,2013-01-25,19334.92,47048.93,False,19334.92,2012-10-26,13,Seasonal baseline
14,8,2013-01-25,46777.09,48336.61,False,46777.09,2012-10-26,13,Seasonal baseline
14,9,2013-01-25,8098.65,22905.37,False,8098.65,2012-10-26,13,Seasonal baseline
14,10,2013-01-25,16389.48,15767.6,False,16389.48,2012-10-26,13,Seasonal baseline
14,11,2013-01-25,15185.75,12906.02,False,15185.75,2012-10-26,13,Seasonal baseline
14,12,2013-01-25,3743.15,4962.44,False,3743.15,2012-10-26,13,Seasonal baseline
14,13,2013-01-25,47552.19,50891.22,False,47552.19,2012-10-26,13,Seasonal baseline
14,14,2013-01-25,18961.46,19284.29,False,18961.46,2012-10-26,13,Seasonal baseline
14,16,2013-01-25,5372.68,2907.19,False,5372.68,2012-10-26,13,Seasonal baseline
14,17,2013-01-25,17897.21,18328.9,False,17897.21,2012-10-26,13,Seasonal baseline
14,18,2013-01-25,3698.51,28427.26,False,3698.51,2012-10-26,13,Seasonal baseline
14,19,2013-01-25,1817.6,2465.33,False,1817.6,2012-10-26,13,Seasonal baseline
14,20,2013-01-25,7932.55,7361.76,False,7932.55,2012-10-26,13,Seasonal baseline
14,21,2013-01-25,6101.19,6759.95,False,6101.19,2012-10-26,13,Seasonal baseline
14,22,2013-01-25,12122.69,12669.03,False,12122.69,2012-10-26,13,Seasonal baseline
14,23,2013-01-25,23418.38,30154.93,False,23418.38,2012-10-26,13,Seasonal baseline
14,24,2013-01-25,4690.23,8759.7,False,4690.23,2012-10-26,13,Seasonal baseline
14,25,2013-01-25,11264.53,10955.38,False,11264.53,2012-10-26,13,Seasonal baseline
14,26,2013-01-25,7113.01,13185.75,False,7113.01,2012-10-26,13,Seasonal baseline
14,27,2013-01-25,2299.67,2732.48,False,2299.67,2012-10-26,13,Seasonal baseline
14,28,2013-01-25,1223.38,1950.88,False,1223.38,2012-10-26,13,Seasonal baseline
14,29,2013-01-25,6507.68,8224.51,False,6507.68,2012-10-26,13,Seasonal baseline
14,30,2013-01-25,3886.4,4928.94,False,3886.4,2012-10-26,13,Seasonal baseline
14,31,2013-01-25,2636.1,2798.6,False,2636.1,2012-10-26,13,Seasonal baseline
14,32,2013-01-25,8144.35,8083.79,False,8144.35,2012-10-26,13,Seasonal baseline
14,33,2013-01-25,4361.08,9307.8,False,4361.08,2012-10-26,13,Seasonal baseline
14,34,2013-01-25,16022.03,25005.05,False,16022.03,2012-10-26,13,Seasonal baseline
