From_Dept,To_Dept,Eligible_Weeks,Joint_Events,Support,Confidence,Lift
82,21,2700,72,0.02666666666666667,0.10794602698650675,1.6191904047976013
28,55,2221,36,0.01620891490319676,0.15450643776824036,1.6186735768078389
55,28,2221,36,0.01620891490319676,0.16981132075471697,1.6186735768078386
20,42,2403,122,0.05076987099459009,0.3475783475783476,1.6186642814549792
42,20,2403,122,0.05076987099459009,0.2364341085271318,1.6186642814549792
10,42,2669,166,0.06219557886849007,0.36807095343680707,1.6184207161825999
42,10,2669,166,0.06219557886849007,0.27347611202635913,1.6184207161825999
32,28,2428,73,0.030065897858319604,0.17718446601941748,1.6173078326885175
28,32,2428,73,0.030065897858319604,0.2744360902255639,1.6173078326885173
22,11,2226,75,0.03369272237196765,0.2604166666666667,1.6147284122562675
11,22,2226,75,0.03369272237196765,0.20891364902506965,1.6147284122562673
1,3,2700,109,0.04037037037037037,0.1936056838365897,1.6133806986382475
3,1,2700,109,0.04037037037037037,0.33641975308641975,1.6133806986382475
44,91,2229,73,0.03275011215791835,0.1931216931216931,1.6122406515664942
91,44,2229,73,0.03275011215791835,0.27340823970037453,1.6122406515664942
9,46,2640,60,0.022727272727272728,0.0970873786407767,1.6120168529034622
46,9,2640,60,0.022727272727272728,0.37735849056603776,1.6120168529034622
16,7,2700,185,0.06851851851851852,0.31092436974789917,1.6113163115534122
7,16,2700,185,0.06851851851851852,0.3550863723608445,1.611316311553412
97,27,2156,85,0.03942486085343228,0.2768729641693811,1.6089976030975355
27,97,2156,85,0.03942486085343228,0.22911051212938005,1.6089976030975353
9,67,2640,116,0.04393939393939394,0.18770226537216828,1.608876560332871
67,9,2640,116,0.04393939393939394,0.37662337662337664,1.608876560332871
44,72,2227,92,0.041311180960933995,0.24338624338624337,1.608371406590991
72,44,2227,92,0.041311180960933995,0.27299703264094954,1.608371406590991
6,95,2472,32,0.012944983818770227,0.10666666666666667,1.6078048780487806
95,6,2472,32,0.012944983818770227,0.1951219512195122,1.6078048780487806
6,33,2223,55,0.024741340530814216,0.2320675105485232,1.6071217319294924
33,6,2223,55,0.024741340530814216,0.17133956386292834,1.6071217319294924
22,32,2220,68,0.03063063063063063,0.24028268551236748,1.6067095236067945
32,22,2220,68,0.03063063063063063,0.20481927710843373,1.6067095236067945
6,34,2219,59,0.02658855340243353,0.2489451476793249,1.6011863266678898
34,6,2219,59,0.02658855340243353,0.17101449275362318,1.6011863266678896
27,34,2220,96,0.043243243243243246,0.24806201550387597,1.6008653326122229
34,27,2220,96,0.043243243243243246,0.27906976744186046,1.6008653326122229
24,83,1970,75,0.03807106598984772,0.25252525252525254,1.599597258761246
83,24,1970,75,0.03807106598984772,0.24115755627009647,1.599597258761246
12,34,2222,75,0.03375337533753375,0.24834437086092714,1.5994817160955945
34,12,2222,75,0.03375337533753375,0.21739130434782608,1.5994817160955945
42,17,2665,64,0.02401500938086304,0.10561056105610561,1.5991599159915992
17,42,2665,64,0.02401500938086304,0.36363636363636365,1.599159915991599
25,6,2469,92,0.0372620494127177,0.1940928270042194,1.5973839662447258
6,25,2469,92,0.0372620494127177,0.30666666666666664,1.5973839662447256
3,12,2676,90,0.033632286995515695,0.29900332225913623,1.597071637455985
12,3,2676,90,0.033632286995515695,0.17964071856287425,1.597071637455985
1,32,2428,124,0.051070840197693576,0.27074235807860264,1.5955399160554542
32,1,2428,124,0.051070840197693576,0.30097087378640774,1.5955399160554542
17,93,2448,32,0.013071895424836602,0.25396825396825395,1.5941391941391942
93,17,2448,32,0.013071895424836602,0.08205128205128205,1.5941391941391942
67,97,2618,56,0.0213903743315508,0.18983050847457628,1.5928726640591049
97,67,2618,56,0.0213903743315508,0.1794871794871795,1.5928726640591047
30,42,2220,77,0.034684684684684684,0.3117408906882591,1.5909535110987016
42,30,2220,77,0.034684684684684684,0.17701149425287357,1.5909535110987016
17,71,2220,42,0.01891891891891892,0.3853211009174312,1.589986698952969
71,17,2220,42,0.01891891891891892,0.07806691449814127,1.589986698952969
25,95,2649,52,0.01963004907512269,0.10136452241715399,1.5888439046333784
95,25,2649,52,0.01963004907512269,0.3076923076923077,1.5888439046333784
7,10,2700,145,0.053703703703703705,0.2783109404990403,1.588667102214395
10,7,2700,145,0.053703703703703705,0.30655391120507397,1.5886671022143948
26,55,2326,52,0.02235597592433362,0.16049382716049382,1.5885474126608878
55,26,2326,52,0.02235597592433362,0.22127659574468084,1.5885474126608878
22,30,2220,50,0.02252252252252252,0.17667844522968199,1.5879601150198137
30,22,2220,50,0.02252252252252252,0.20242914979757085,1.5879601150198137
90,71,2220,155,0.06981981981981981,0.38461538461538464,1.587074635401773
71,90,2220,155,0.06981981981981981,0.28810408921933084,1.5870746354017728
9,1,2640,195,0.07386363636363637,0.3155339805825243,1.5866851595006937
1,9,2640,195,0.07386363636363637,0.37142857142857144,1.5866851595006934
16,81,2700,86,0.03185185185185185,0.14453781512605043,1.5863906538225048
81,16,2700,86,0.03185185185185185,0.34959349593495936,1.5863906538225045
42,46,2669,57,0.021356313225927313,0.09390444810543658,1.586271974641837
46,42,2669,57,0.021356313225927313,0.36075949367088606,1.5862719746418368
11,91,2699,82,0.030381622823267878,0.1680327868852459,1.5857359853261492
91,11,2699,82,0.030381622823267878,0.2867132867132867,1.5857359853261492
92,72,2512,109,0.04339171974522293,0.287598944591029,1.58431699301023
72,92,2512,109,0.04339171974522293,0.23903508771929824,1.5843169930102299
34,67,2222,61,0.027452745274527453,0.17681159420289855,1.584174848059841
67,34,2222,61,0.027452745274527453,0.24596774193548387,1.584174848059841
94,46,2093,24,0.011466794075489728,0.07868852459016394,1.5836065573770495
46,94,2093,24,0.011466794075489728,0.23076923076923078,1.5836065573770493
17,10,2696,49,0.01817507418397626,0.2752808988764045,1.582424953882274
10,17,2696,49,0.01817507418397626,0.1044776119402985,1.5824249538822739
33,81,2225,55,0.024719101123595506,0.17133956386292834,1.5818694174067036
81,33,2225,55,0.024719101123595506,0.22821576763485477,1.5818694174067034
17,28,2567,30,0.01168679392286716,0.1724137931034483,1.580665024630542
28,17,2567,30,0.01168679392286716,0.10714285714285714,1.5806650246305416
3,28,2571,43,0.016725009723842863,0.172,1.5793285714285714
28,3,2571,43,0.016725009723842863,0.15357142857142858,1.5793285714285714
67,83,2449,60,0.02449979583503471,0.23076923076923078,1.578642028362699
83,67,2449,60,0.02449979583503471,0.16759776536312848,1.5786420283626987
30,26,2220,49,0.022072072072072072,0.19838056680161945,1.5785120369161119
26,30,2220,49,0.022072072072072072,0.17562724014336917,1.5785120369161114
10,95,2700,47,0.017407407407407406,0.09936575052854123,1.5781619201591843
95,10,2700,47,0.017407407407407406,0.27647058823529413,1.578161920159184
30,44,2220,66,0.02972972972972973,0.26720647773279355,1.5776552674648983
44,30,2220,66,0.02972972972972973,0.17553191489361702,1.577655267464898
49,50,636,52,0.08176100628930817,0.4262295081967213,1.5760579489134579
50,49,636,52,0.08176100628930817,0.3023255813953488,1.5760579489134576
22,71,2220,108,0.04864864864864865,0.38162544169611307,1.574736952723738
71,22,2220,108,0.04864864864864865,0.20074349442379183,1.574736952723738
18,59,1842,37,0.02008686210640608,0.053857350800582245,1.5746863519789285
59,18,1842,37,0.02008686210640608,0.5873015873015873,1.5746863519789285
25,81,2649,75,0.028312570781426953,0.14619883040935672,1.5743117957495365
81,25,2649,75,0.028312570781426953,0.3048780487804878,1.5743117957495365
79,83,2449,20,0.008166598611678236,0.22988505747126436,1.5725935914724203
83,79,2449,20,0.008166598611678236,0.055865921787709494,1.57259359147242
29,32,2220,56,0.025225225225225224,0.23430962343096234,1.5715026103224665
32,29,2220,56,0.025225225225225224,0.1691842900302115,1.5715026103224665
72,85,2453,102,0.04158173664900122,0.2446043165467626,1.5707182944743683
85,72,2453,102,0.04158173664900122,0.2670157068062827,1.570718294474368
16,56,2359,314,0.1331072488342518,0.5761467889908257,1.5694344979553785
56,16,2359,314,0.1331072488342518,0.3625866050808314,1.5694344979553785
26,35,2220,106,0.047747747747747746,0.37992831541218636,1.5677339409201743
35,26,2220,106,0.047747747747747746,0.1970260223048327,1.5677339409201743
74,28,2563,44,0.017167381974248927,0.17120622568093385,1.5671484157865483
28,74,2563,44,0.017167381974248927,0.15714285714285714,1.567148415786548
33,42,2225,99,0.04449438202247191,0.308411214953271,1.5667008065548584
42,33,2225,99,0.04449438202247191,0.22602739726027396,1.5667008065548584
50,92,636,36,0.05660377358490566,0.20930232558139536,1.5660738714090288
92,50,636,36,0.05660377358490566,0.4235294117647059,1.5660738714090288
26,18,1739,155,0.08913168487636573,0.5871212121212122,1.5659567298754418
18,26,1739,155,0.08913168487636573,0.23773006134969324,1.5659567298754413
5,90,2619,122,0.046582665139366174,0.25051334702258726,1.5658578898619477
90,5,2619,122,0.046582665139366174,0.2911694510739857,1.5658578898619477
71,72,2220,127,0.057207207207207206,0.23605947955390336,1.5643344615213892
72,71,2220,127,0.057207207207207206,0.37910447761194027,1.5643344615213892
74,42,2661,98,0.0368282600526118,0.35507246376811596,1.5643175928591997
42,74,2661,98,0.0368282600526118,0.16225165562913907,1.5643175928591995
33,97,2143,67,0.03126458236117592,0.22408026755852842,1.5641824539997604
97,33,2143,67,0.03126458236117592,0.2182410423452769,1.5641824539997604
33,72,2225,76,0.03415730337078652,0.2367601246105919,1.5631788642687445
72,33,2225,76,0.03415730337078652,0.22551928783382788,1.5631788642687445
42,23,2289,100,0.043687199650502405,0.21645021645021645,1.5629480929165471
23,42,2289,100,0.043687199650502405,0.31545741324921134,1.562948092916547
20,34,2221,68,0.03061683926159388,0.24199288256227758,1.562401721426798
34,20,2221,68,0.03061683926159388,0.19767441860465115,1.5624017214267978
22,26,2225,57,0.025617977528089888,0.19791666666666666,1.5615765366430259
26,22,2225,57,0.025617977528089888,0.20212765957446807,1.5615765366430259
7,11,2699,147,0.054464616524638756,0.2821497120921305,1.5604960510997137
11,7,2699,147,0.054464616524638756,0.3012295081967213,1.5604960510997137
5,97,2537,90,0.035474970437524636,0.19189765458422176,1.5603985566672136
97,5,2537,90,0.035474970437524636,0.28846153846153844,1.5603985566672132
79,85,2515,20,0.007952286282306162,0.24691358024691357,1.5602704882436875
85,79,2515,20,0.007952286282306162,0.05025125628140704,1.5602704882436875
67,25,2649,93,0.035107587768969425,0.30194805194805197,1.5591820460241514
25,67,2649,93,0.035107587768969425,0.18128654970760233,1.5591820460241512
14,83,2449,36,0.014699877501020826,0.22784810126582278,1.558659217877095
83,14,2449,36,0.014699877501020826,0.1005586592178771,1.558659217877095
67,81,2700,45,0.016666666666666666,0.14195583596214512,1.558051858121105
81,67,2700,45,0.016666666666666666,0.18292682926829268,1.558051858121105
1,38,2700,153,0.056666666666666664,0.27175843694493784,1.5578509124232105
38,1,2700,153,0.056666666666666664,0.3248407643312102,1.5578509124232105
67,85,2515,71,0.02823061630218688,0.2465277777777778,1.5578325656058067
85,67,2515,71,0.02823061630218688,0.17839195979899497,1.5578325656058067
22,28,2221,46,0.020711391265195857,0.1625441696113074,1.5560801754599731
28,22,2221,46,0.020711391265195857,0.19827586206896552,1.5560801754599731
55,81,2327,38,0.01633003867640739,0.16170212765957448,1.5548795498505363
81,55,2327,38,0.01633003867640739,0.15702479338842976,1.5548795498505363
79,25,2649,28,0.010570026425066062,0.3010752688172043,1.5546752185122306
25,79,2649,28,0.010570026425066062,0.05458089668615984,1.5546752185122301
30,33,2220,55,0.024774774774774775,0.22267206477732793,1.5545030937285156
33,30,2220,55,0.024774774774774775,0.17295597484276728,1.5545030937285156
6,22,2218,47,0.021190261496844005,0.19831223628691982,1.5542633925243399
22,6,2218,47,0.021190261496844005,0.16607773851590105,1.5542633925243399
11,74,2691,79,0.029357116313638052,0.162217659137577,1.5534794332356572
74,11,2691,79,0.029357116313638052,0.28113879003558717,1.5534794332356572
55,82,2327,85,0.0365277180919639,0.3617021276595745,1.5529166993797598
82,55,2327,85,0.0365277180919639,0.15682656826568267,1.5529166993797598
85,27,2238,83,0.03708668453976765,0.2703583061889251,1.5514407416687548
27,85,2238,83,0.03708668453976765,0.2128205128205128,1.5514407416687546
11,17,2695,50,0.01855287569573284,0.10245901639344263,1.5512755571928531
17,11,2695,50,0.01855287569573284,0.2808988764044944,1.5512755571928531
3,67,2700,59,0.02185185185185185,0.18209876543209877,1.5509989484752893
67,3,2700,59,0.02185185185185185,0.1861198738170347,1.5509989484752893
33,74,2225,34,0.015280898876404495,0.1059190031152648,1.5504590916543695
74,33,2225,34,0.015280898876404495,0.2236842105263158,1.5504590916543695
6,38,2472,73,0.02953074433656958,0.24333333333333335,1.5503092783505157
38,6,2472,73,0.02953074433656958,0.18814432989690721,1.5503092783505155
25,74,2641,81,0.030670200681560015,0.15789473684210525,1.550185873605948
74,25,2641,81,0.030670200681560015,0.30111524163568776,1.550185873605948
10,72,2512,110,0.04378980891719745,0.2813299232736573,1.549782384349621
72,10,2512,110,0.04378980891719745,0.2412280701754386,1.5497823843496208
12,25,2634,144,0.05466970387243736,0.3,1.5494117647058823
25,12,2634,144,0.05466970387243736,0.2823529411764706,1.5494117647058823
35,23,2220,107,0.0481981981981982,0.19888475836431227,1.54920759146938
23,35,2220,107,0.0481981981981982,0.37543859649122807,1.5492075914693797
93,67,2452,64,0.026101141924959218,0.1641025641025641,1.547613412228797
67,93,2452,64,0.026101141924959218,0.24615384615384617,1.5476134122287968
20,24,2221,81,0.036470058532192706,0.28825622775800713,1.5464180721027387
24,20,2221,81,0.036470058532192706,0.1956521739130435,1.5464180721027387
10,27,2238,83,0.03708668453976765,0.2694805194805195,1.5464035964035965
27,10,2238,83,0.03708668453976765,0.2128205128205128,1.5464035964035965
50,98,553,60,0.10849909584086799,0.40816326530612246,1.5459882583170255
98,50,553,60,0.10849909584086799,0.410958904109589,1.5459882583170255
5,95,2619,48,0.018327605956471937,0.09856262833675565,1.5457216982872037
95,5,2619,48,0.018327605956471937,0.2874251497005988,1.5457216982872037
5,10,2619,127,0.048491790759831996,0.26078028747433263,1.54521170338298
10,5,2619,127,0.048491790759831996,0.2873303167420814,1.54521170338298
42,95,2669,59,0.02210565754964406,0.09719934102141681,1.5441966737271515
95,42,2669,59,0.02210565754964406,0.35119047619047616,1.5441966737271513
44,1,2229,111,0.04979811574697174,0.29365079365079366,1.5437443845462715
1,44,2229,111,0.04979811574697174,0.2617924528301887,1.5437443845462713
29,67,2221,41,0.01846015308419631,0.17154811715481172,1.5425440008131046
67,29,2221,41,0.01846015308419631,0.1659919028340081,1.5425440008131046
20,71,2220,105,0.0472972972972973,0.3736654804270463,1.5418910158885553
71,20,2220,105,0.0472972972972973,0.19516728624535315,1.541891015888555
34,42,2222,104,0.046804680468046804,0.30144927536231886,1.539816758287523
42,34,2222,104,0.046804680468046804,0.23908045977011494,1.5398167582875228
11,79,2699,27,0.010003705075954057,0.055327868852459015,1.5394836910596588
79,11,2699,27,0.010003705075954057,0.27835051546391754,1.5394836910596585
93,50,629,47,0.07472178060413355,0.40869565217391307,1.5393387138765948
50,93,629,47,0.07472178060413355,0.281437125748503,1.5393387138765946
74,32,2420,55,0.022727272727272728,0.26066350710900477,1.5385504565946135
32,74,2420,55,0.022727272727272728,0.13414634146341464,1.5385504565946133
12,22,2226,61,0.027403414195867025,0.1986970684039088,1.5357627578718784
22,12,2226,61,0.027403414195867025,0.21180555555555555,1.5357627578718784
85,74,2507,59,0.023534104507379337,0.14824120603015076,1.535705386436314
74,85,2507,59,0.023534104507379337,0.24380165289256198,1.5357053864363137
27,54,1867,65,0.03481521156936261,0.20634920634920634,1.5348763675456902
54,27,1867,65,0.03481521156936261,0.2589641434262948,1.5348763675456902
16,24,2221,151,0.0679873930661864,0.2859848484848485,1.5342327258088129
24,16,2221,151,0.0679873930661864,0.3647342995169082,1.5342327258088129
20,25,2381,93,0.039059218815623686,0.2680115273775216,1.5339794391487473
25,20,2381,93,0.039059218815623686,0.22355769230769232,1.5339794391487473
12,67,2676,89,0.033258594917787744,0.17764471057884232,1.5334749855128453
67,12,2676,89,0.033258594917787744,0.2870967741935484,1.5334749855128453
67,82,2700,120,0.044444444444444446,0.3785488958990536,1.5323568499661842
82,67,2700,120,0.044444444444444446,0.17991004497751126,1.5323568499661842
5,44,2228,98,0.04398563734290844,0.259946949602122,1.5321740838982216
44,5,2228,98,0.04398563734290844,0.25925925925925924,1.5321740838982216
12,21,2676,51,0.01905829596412556,0.10179640718562874,1.530377447352486
21,12,2676,51,0.01905829596412556,0.28651685393258425,1.5303774473524858
10,79,2700,26,0.00962962962962963,0.05496828752642706,1.53004511671498
79,10,2700,26,0.00962962962962963,0.26804123711340205,1.53004511671498
81,11,2699,68,0.025194516487587994,0.2764227642276423,1.5288218046114888
11,81,2699,68,0.025194516487587994,0.13934426229508196,1.5288218046114885
11,20,2426,96,0.03957131079967024,0.22857142857142856,1.5275875639512004
20,11,2426,96,0.03957131079967024,0.2644628099173554,1.5275875639512004
6,10,2472,70,0.02831715210355987,0.23333333333333334,1.5259259259259261
10,6,2472,70,0.02831715210355987,0.18518518518518517,1.525925925925926
96,59,1792,20,0.011160714285714286,0.05698005698005698,1.5240039120636135
59,96,1792,20,0.011160714285714286,0.29850746268656714,1.5240039120636133
3,11,2699,89,0.032975175991107816,0.2755417956656347,1.5239493985687458
11,3,2699,89,0.032975175991107816,0.18237704918032788,1.5239493985687458
34,81,2222,57,0.025652565256525654,0.16521739130434782,1.5232906368392567
81,34,2222,57,0.025652565256525654,0.23651452282157676,1.5232906368392567
21,72,2512,47,0.018710191082802547,0.27647058823529413,1.5230134158926731
72,21,2512,47,0.018710191082802547,0.10307017543859649,1.523013415892673
22,55,2224,42,0.018884892086330936,0.14634146341463414,1.5208570777296557
55,22,2224,42,0.018884892086330936,0.19626168224299065,1.5208570777296557
7,20,2426,106,0.043693322341302555,0.22746781115879827,1.520211872923539
20,7,2426,106,0.043693322341302555,0.29201101928374656,1.520211872923539
50,90,636,30,0.04716981132075472,0.1744186046511628,1.5195922268238293
90,50,636,30,0.04716981132075472,0.410958904109589,1.519592226823829
2,56,2359,29,0.012293344637558287,0.5576923076923077,1.519164149937822
56,2,2359,29,0.012293344637558287,0.03348729792147806,1.519164149937822
11,31,2464,150,0.060876623376623376,0.35629453681710216,1.5188749804798265
31,11,2464,150,0.060876623376623376,0.25951557093425603,1.5188749804798263
12,44,2229,78,0.034993270524899055,0.25742574257425743,1.5179946566085178
44,12,2229,78,0.034993270524899055,0.20634920634920634,1.5179946566085178
93,79,2452,21,0.008564437194127243,0.05384615384615385,1.5175950486295315
79,93,2452,21,0.008564437194127243,0.2413793103448276,1.5175950486295313
16,30,2220,89,0.04009009009009009,0.16856060606060605,1.5149981597350017
30,16,2220,89,0.04009009009009009,0.3603238866396761,1.5149981597350017
72,37,1080,22,0.020370370370370372,0.1864406779661017,1.5139543774690964
37,72,1080,22,0.020370370370370372,0.16541353383458646,1.5139543774690962
30,85,2220,51,0.022972972972972974,0.20647773279352227,1.5128071511604604
85,30,2220,51,0.022972972972972974,0.16831683168316833,1.5128071511604602
42,50,636,36,0.05660377358490566,0.4090909090909091,1.5126849894291756
50,42,636,36,0.05660377358490566,0.20930232558139536,1.5126849894291756
9,6,2471,96,0.03885066774585188,0.1835564053537285,1.5118929254302105
6,9,2471,96,0.03885066774585188,0.32,1.5118929254302103
7,17,2696,52,0.019287833827893175,0.09980806142034548,1.5116996269059069
17,7,2696,52,0.019287833827893175,0.29213483146067415,1.5116996269059069
5,67,2619,86,0.032836960672012215,0.17659137577002054,1.5114144220316463
67,5,2619,86,0.032836960672012215,0.28104575163398693,1.5114144220316463
1,28,2571,79,0.03072734344612991,0.16458333333333333,1.5112276785714287
28,1,2571,79,0.03072734344612991,0.28214285714285714,1.5112276785714285
31,33,2224,104,0.046762589928057555,0.2180293501048218,1.5105834100720366
33,31,2224,104,0.046762589928057555,0.32398753894080995,1.5105834100720363
94,21,2093,22,0.01051122790253225,0.07213114754098361,1.509704918032787
21,94,2093,22,0.01051122790253225,0.22,1.5097049180327868
2,52,2610,23,0.008812260536398468,0.3709677419354839,1.5081398854386494
52,2,2610,23,0.008812260536398468,0.03582554517133956,1.5081398854386494
29,82,2221,80,0.03601981089599279,0.33472803347280333,1.507973554448471
82,29,2221,80,0.03601981089599279,0.16227180527383367,1.507973554448471
9,16,2640,205,0.07765151515151515,0.33171521035598706,1.5072773758000102
16,9,2640,205,0.07765151515151515,0.3528399311531842,1.50727737580001
81,20,2426,55,0.02267106347897774,0.22540983606557377,1.5064580228514657
20,81,2426,55,0.02267106347897774,0.15151515151515152,1.5064580228514655
26,91,2353,60,0.025499362515937103,0.17857142857142858,1.506016385048643
91,26,2353,60,0.025499362515937103,0.21505376344086022,1.506016385048643
23,71,2220,104,0.04684684684684685,0.3649122807017544,1.5057718646057525
71,23,2220,104,0.04684684684684685,0.19330855018587362,1.5057718646057525
9,28,2570,93,0.03618677042801557,0.164021164021164,1.505479969765684
28,9,2570,93,0.03618677042801557,0.33214285714285713,1.505479969765684
22,34,2220,66,0.02972972972972973,0.2332155477031802,1.5050538252937793
34,22,2220,66,0.02972972972972973,0.19186046511627908,1.5050538252937793
11,90,2699,114,0.04223786587625046,0.2336065573770492,1.5047830509800855
90,11,2699,114,0.04223786587625046,0.2720763723150358,1.504783050980085
3,14,2700,35,0.012962962962962963,0.10802469135802469,1.5034364261168385
14,3,2700,35,0.012962962962962963,0.18041237113402062,1.5034364261168385
6,55,2221,34,0.01530841963079694,0.14345991561181434,1.5029456253483002
55,6,2221,34,0.01530841963079694,0.16037735849056603,1.5029456253483002
1,82,2700,209,0.07740740740740741,0.37122557726465366,1.5027122318059445
82,1,2700,209,0.07740740740740741,0.31334332833583206,1.5027122318059443
29,95,2221,26,0.01170643854119766,0.1087866108786611,1.5007146755373062
95,29,2221,26,0.01170643854119766,0.16149068322981366,1.500714675537306
91,50,636,28,0.0440251572327044,0.4057971014492754,1.5005055611729021
50,91,636,28,0.0440251572327044,0.16279069767441862,1.500505561172902
6,1,2472,85,0.034385113268608415,0.2833333333333333,1.4997858672376874
1,6,2472,85,0.034385113268608415,0.18201284796573874,1.4997858672376871
82,3,2700,120,0.044444444444444446,0.17991004497751126,1.4992503748125938
3,82,2700,120,0.044444444444444446,0.37037037037037035,1.4992503748125936
42,67,2669,105,0.03934057699512926,0.17298187808896212,1.4989890669462334
67,42,2669,105,0.03934057699512926,0.3409090909090909,1.4989890669462331
10,71,2220,110,0.04954954954954955,0.36303630363036304,1.498030843976591
71,10,2220,110,0.04954954954954955,0.20446096654275092,1.498030843976591
42,44,2229,112,0.05024674742036788,0.25396825396825395,1.4976064499874022
44,42,2229,112,0.05024674742036788,0.2962962962962963,1.4976064499874022
5,7,2619,140,0.053455517373043146,0.2874743326488706,1.4968096962373603
7,5,2619,140,0.053455517373043146,0.2783300198807157,1.4968096962373603
30,97,2138,49,0.022918615528531337,0.2149122807017544,1.4966855248871362
97,30,2138,49,0.022918615528531337,0.15960912052117263,1.4966855248871362
32,12,2428,98,0.04036243822075782,0.23786407766990292,1.496202022234519
12,32,2428,98,0.04036243822075782,0.2538860103626943,1.4962020222345187
9,27,2238,110,0.049151027703306524,0.26066350710900477,1.4958075100255197
27,9,2238,110,0.049151027703306524,0.28205128205128205,1.4958075100255195
6,74,2472,39,0.015776699029126214,0.13,1.494697674418605
74,6,2472,39,0.015776699029126214,0.1813953488372093,1.4946976744186047
9,42,2626,204,0.07768469154607768,0.33497536945812806,1.493455552117223
42,9,2626,204,0.07768469154607768,0.3463497453310696,1.493455552117223
97,20,2344,67,0.02858361774744027,0.21753246753246752,1.4909242803979645
20,97,2344,67,0.02858361774744027,0.195906432748538,1.4909242803979643
71,81,2220,87,0.03918918918918919,0.16171003717472118,1.489611130821083
81,71,2220,87,0.03918918918918919,0.36099585062240663,1.489611130821083
33,18,1672,145,0.0867224880382775,0.5513307984790875,1.4892166317561137
18,33,1672,145,0.0867224880382775,0.23424878836833601,1.4892166317561133
27,91,2238,69,0.030831099195710455,0.17692307692307693,1.4885482938114518
91,27,2238,69,0.030831099195710455,0.2593984962406015,1.4885482938114518
12,30,2220,50,0.02252252252252252,0.16556291390728478,1.4880553395715475
30,12,2220,50,0.02252252252252252,0.20242914979757085,1.4880553395715472
67,72,2512,78,0.03105095541401274,0.2698961937716263,1.4867965762156259
72,67,2512,78,0.03105095541401274,0.17105263157894737,1.4867965762156257
6,24,2219,66,0.029743127534925643,0.2773109243697479,1.4863597612958228
24,6,2219,66,0.029743127534925643,0.15942028985507245,1.4863597612958226
26,82,2353,116,0.04929876753081173,0.34523809523809523,1.4850918429529032
82,26,2353,116,0.04929876753081173,0.21206581352833637,1.4850918429529032
1,27,2238,111,0.049597855227882036,0.25874125874125875,1.4847767616998386
27,1,2238,111,0.049597855227882036,0.2846153846153846,1.4847767616998386
28,95,2571,27,0.010501750291715286,0.09642857142857143,1.4845380667236956
95,28,2571,27,0.010501750291715286,0.16167664670658682,1.4845380667236956
26,92,2353,78,0.03314917127071823,0.23214285714285715,1.4843264751552796
92,26,2353,78,0.03314917127071823,0.21195652173913043,1.4843264751552794
1,79,2700,30,0.011111111111111112,0.05328596802841918,1.4832176667704309
79,1,2700,30,0.011111111111111112,0.30927835051546393,1.4832176667704309
17,27,2238,31,0.01385165326184093,0.25833333333333336,1.4824358974358975
27,17,2238,31,0.01385165326184093,0.07948717948717948,1.4824358974358973
22,31,2221,90,0.040522287257991896,0.31802120141342755,1.4807653843589572
31,22,2221,90,0.040522287257991896,0.18867924528301888,1.4807653843589572
28,7,2571,74,0.028782574873590042,0.2642857142857143,1.4771273291925466
7,28,2571,74,0.028782574873590042,0.1608695652173913,1.4771273291925464
11,30,2220,59,0.026576576576576576,0.16434540389972144,1.4771125370744194
30,11,2220,59,0.026576576576576576,0.2388663967611336,1.4771125370744194
72,31,2415,141,0.058385093167701865,0.34306569343065696,1.4768336000624538
31,72,2415,141,0.058385093167701865,0.25133689839572193,1.4768336000624536
58,97,1709,76,0.044470450555880635,0.14339622641509434,1.4762900659240734
97,58,1709,76,0.044470450555880635,0.4578313253012048,1.4762900659240734
5,22,2226,72,0.03234501347708895,0.1909814323607427,1.476127320954907
22,5,2226,72,0.03234501347708895,0.25,1.476127320954907
27,42,2237,114,0.05096110862762628,0.2923076923076923,1.4760548706372636
42,27,2237,114,0.05096110862762628,0.25733634311512416,1.4760548706372634
32,44,2225,83,0.037303370786516854,0.25075528700906347,1.4760066497226618
44,32,2225,83,0.037303370786516854,0.21957671957671956,1.4760066497226616
11,26,2352,86,0.036564625850340135,0.2107843137254902,1.4754901960784315
26,11,2352,86,0.036564625850340135,0.25595238095238093,1.4754901960784312
74,91,2692,44,0.01634472511144131,0.15658362989323843,1.4738571037503423
91,74,2692,44,0.01634472511144131,0.15384615384615385,1.4738571037503423
30,92,2220,60,0.02702702702702703,0.242914979757085,1.4734187296741221
92,30,2220,60,0.02702702702702703,0.16393442622950818,1.4734187296741221
32,10,2428,93,0.03830313014827018,0.22572815533980584,1.4733009708737865
10,32,2428,93,0.03830313014827018,0.25,1.4733009708737863
28,31,2457,90,0.03663003663003663,0.34220532319391633,1.4725017146890587
31,28,2457,90,0.03663003663003663,0.15761821366024517,1.4725017146890584
24,91,2221,73,0.03286807744259343,0.17632850241545894,1.4722767062583997
91,24,2221,73,0.03286807744259343,0.2744360902255639,1.4722767062583997
97,25,2567,89,0.03467082197117258,0.2861736334405145,1.472159753590783
25,97,2567,89,0.03467082197117258,0.17835671342685372,1.4721597535907829
34,37,1080,21,0.019444444444444445,0.1810344827586207,1.4700544464609802
37,34,1080,21,0.019444444444444445,0.15789473684210525,1.47005444646098
7,22,2226,73,0.032794249775381853,0.19010416666666666,1.4693467881944442
22,7,2226,73,0.032794249775381853,0.2534722222222222,1.4693467881944442
